play,dataline,actsceneline,actscene,act,scene,line,player,playerline,annotation,highlight,objectid
Romeo and Juliet,86381,2.3.32,2.3,2,3,32,FRIAR LAURENCE,Benedicite!,,,
Romeo and Juliet,86382,2.3.33,2.3,2,3,33,FRIAR LAURENCE,What early tongue so sweet saluteth me?,,,
Romeo and Juliet,86383,2.3.34,2.3,2,3,34,FRIAR LAURENCE,"Young son, it argues a distemper'd head",,,
Romeo and Juliet,86384,2.3.35,2.3,2,3,35,FRIAR LAURENCE,So soon to bid good morrow to thy bed:,,,
Romeo and Juliet,86385,2.3.36,2.3,2,3,36,FRIAR LAURENCE,"Care keeps his watch in every old man's eye,",,,
Romeo and Juliet,86386,2.3.37,2.3,2,3,37,FRIAR LAURENCE,"And where care lodges, sleep will never lie,",,,
Romeo and Juliet,86387,2.3.38,2.3,2,3,38,FRIAR LAURENCE,But where unbruised youth with unstuff'd brain,,,
Romeo and Juliet,86388,2.3.39,2.3,2,3,39,FRIAR LAURENCE,"Doth couch his limbs, there golden sleep doth reign:",,,
Romeo and Juliet,86389,2.3.40,2.3,2,3,40,FRIAR LAURENCE,Therefore thy earliness doth me assure,,,
Romeo and Juliet,86390,2.3.41,2.3,2,3,41,FRIAR LAURENCE,"Thou art up-roused by some distemperature,",,,
Romeo and Juliet,86391,2.3.42,2.3,2,3,42,FRIAR LAURENCE,"Or if not so, then here I hit it right,",,,
Romeo and Juliet,86392,2.3.43,2.3,2,3,43,FRIAR LAURENCE,Our Romeo hath not been in bed to-night.,,,
Romeo and Juliet,86393,2.3.44,2.3,2,3,44,ROMEO,"That last is true, the sweeter rest was mine.",,,
Romeo and Juliet,86394,2.3.45,2.3,2,3,45,FRIAR LAURENCE,God pardon sin! wast thou with Rosaline?,,,
Romeo and Juliet,86395,2.3.46,2.3,2,3,46,ROMEO,"With Rosaline, my ghostly father? no,",,,
Romeo and Juliet,86396,2.3.47,2.3,2,3,47,ROMEO,"I have forgot that name, and that name's woe.",,,
Romeo and Juliet,86397,2.3.48,2.3,2,3,48,FRIAR LAURENCE,"That's my good son: but where hast thou been, then?",,,
Romeo and Juliet,86398,2.3.49,2.3,2,3,49,ROMEO,"I'll tell thee, ere thou ask it me again.",,,
Romeo and Juliet,86399,2.3.50,2.3,2,3,50,ROMEO,"I have been feasting with mine enemy,",,,
Romeo and Juliet,86400,2.3.51,2.3,2,3,51,ROMEO,"Where on a sudden one hath wounded me,",,,
Romeo and Juliet,86401,2.3.52,2.3,2,3,52,ROMEO,That's by me wounded: both our remedies,,,
Romeo and Juliet,86402,2.3.53,2.3,2,3,53,ROMEO,Within thy help and holy physic lies:,,,
Romeo and Juliet,86403,2.3.54,2.3,2,3,54,ROMEO,"I bear no hatred, blessed man, for, lo,",,,
Romeo and Juliet,86404,2.3.55,2.3,2,3,55,ROMEO,My intercession likewise steads my foe.,,,
Romeo and Juliet,86405,2.3.56,2.3,2,3,56,FRIAR LAURENCE,"Be plain, good son, and homely in thy drift,",,,
Romeo and Juliet,86406,2.3.57,2.3,2,3,57,FRIAR LAURENCE,Riddling confession finds but riddling shrift.,,,
Romeo and Juliet,86407,2.3.58,2.3,2,3,58,ROMEO,Then plainly know my heart's dear love is set,,,
Romeo and Juliet,86408,2.3.59,2.3,2,3,59,ROMEO,On the fair daughter of rich Capulet:,,,
Romeo and Juliet,86409,2.3.60,2.3,2,3,60,ROMEO,"As mine on hers, so hers is set on mine,",,,
Romeo and Juliet,86410,2.3.61,2.3,2,3,61,ROMEO,"And all combined, save what thou must combine",,,
Romeo and Juliet,86411,2.3.62,2.3,2,3,62,ROMEO,By holy marriage: when and where and how,,,
Romeo and Juliet,86412,2.3.63,2.3,2,3,63,ROMEO,"We met, we woo'd and made exchange of vow,",,,
Romeo and Juliet,86413,2.3.64,2.3,2,3,64,ROMEO,"I'll tell thee as we pass, but this I pray,",,,
Romeo and Juliet,86414,2.3.65,2.3,2,3,65,ROMEO,That thou consent to marry us to-day.,,,
Romeo and Juliet,86415,2.3.66,2.3,2,3,66,FRIAR LAURENCE,"Holy Saint Francis, what a change is here!",,,
Romeo and Juliet,86416,2.3.67,2.3,2,3,67,FRIAR LAURENCE,"Is Rosaline, whom thou didst love so dear,",,,
Romeo and Juliet,86417,2.3.68,2.3,2,3,68,FRIAR LAURENCE,So soon forsaken? young men's love then lies,,,
Romeo and Juliet,86418,2.3.69,2.3,2,3,69,FRIAR LAURENCE,"Not truly in their hearts, but in their eyes.",,,
Romeo and Juliet,86419,2.3.70,2.3,2,3,70,FRIAR LAURENCE,"Jesu Maria, what a deal of brine",,,
Romeo and Juliet,86420,2.3.71,2.3,2,3,71,FRIAR LAURENCE,Hath wash'd thy sallow cheeks for Rosaline!,,,
Romeo and Juliet,86421,2.3.72,2.3,2,3,72,FRIAR LAURENCE,"How much salt water thrown away in waste,",,,
Romeo and Juliet,86422,2.3.73,2.3,2,3,73,FRIAR LAURENCE,"To season love, that of it doth not taste!",,,
Romeo and Juliet,86423,2.3.74,2.3,2,3,74,FRIAR LAURENCE,"The sun not yet thy sighs from heaven clears,",,,
Romeo and Juliet,86424,2.3.75,2.3,2,3,75,FRIAR LAURENCE,"Thy old groans ring yet in my ancient ears,",,,
Romeo and Juliet,86425,2.3.76,2.3,2,3,76,FRIAR LAURENCE,"Lo, here upon thy cheek the stain doth sit",,,
Romeo and Juliet,86426,2.3.77,2.3,2,3,77,FRIAR LAURENCE,Of an old tear that is not wash'd off yet:,,,
Romeo and Juliet,86427,2.3.78,2.3,2,3,78,FRIAR LAURENCE,"If e'er thou wast thyself and these woes thine,",,,
Romeo and Juliet,86428,2.3.79,2.3,2,3,79,FRIAR LAURENCE,Thou and these woes were all for Rosaline:,,,
Romeo and Juliet,86429,2.3.80,2.3,2,3,80,FRIAR LAURENCE,"And art thou changed? pronounce this sentence then,",,,
Romeo and Juliet,86430,2.3.81,2.3,2,3,81,FRIAR LAURENCE,"Women may fall, when there's no strength in men.",,,
Romeo and Juliet,86431,2.3.82,2.3,2,3,82,ROMEO,Thou chid'st me oft for loving Rosaline.,,,
Romeo and Juliet,86432,2.3.83,2.3,2,3,83,FRIAR LAURENCE,"For doting, not for loving, pupil mine.",,,
Romeo and Juliet,86433,2.3.84,2.3,2,3,84,ROMEO,And bad'st me bury love.,,,
Romeo and Juliet,86434,2.3.85,2.3,2,3,85,FRIAR LAURENCE,"Not in a grave,",,,
Romeo and Juliet,86435,2.3.86,2.3,2,3,86,FRIAR LAURENCE,"To lay one in, another out to have.",,,
Romeo and Juliet,86436,2.3.87,2.3,2,3,87,ROMEO,"I pray thee, chide not, she whom I love now",,,
Romeo and Juliet,86437,2.3.88,2.3,2,3,88,ROMEO,"Doth grace for grace and love for love allow,",,,
Romeo and Juliet,86438,2.3.89,2.3,2,3,89,ROMEO,The other did not so.,,,
Romeo and Juliet,86439,2.3.90,2.3,2,3,90,FRIAR LAURENCE,"O, she knew well",,,
Romeo and Juliet,86440,2.3.91,2.3,2,3,91,FRIAR LAURENCE,Thy love did read by rote and could not spell.,,,
Romeo and Juliet,86441,2.3.92,2.3,2,3,92,FRIAR LAURENCE,"But come, young waverer, come, go with me,",,,
Romeo and Juliet,86442,2.3.93,2.3,2,3,93,FRIAR LAURENCE,"In one respect I'll thy assistant be,",,,
Romeo and Juliet,86443,2.3.94,2.3,2,3,94,FRIAR LAURENCE,"For this alliance may so happy prove,",,,
Romeo and Juliet,86444,2.3.95,2.3,2,3,95,FRIAR LAURENCE,To turn your households' rancour to pure love.,,,
Romeo and Juliet,86445,2.3.96,2.3,2,3,96,ROMEO,"O, let us hence, I stand on sudden haste.",,,
Romeo and Juliet,86446,2.3.97,2.3,2,3,97,FRIAR LAURENCE,"Wisely and slow, they stumble that run fast.",,,
Romeo and Juliet,86447,,2.3,2,3,,StageDirection,Exeunt,,,
Romeo and Juliet,86448,,2.4,2,4,,StageDirection,SCENE IV. A street.,,,
Romeo and Juliet,86449,,2.4,2,4,,StageDirection,Enter BENVOLIO and MERCUTIO,,,
Romeo and Juliet,86450,2.4.1,2.4,2,4,1,MERCUTIO,Where the devil should this Romeo be?,,,
Romeo and Juliet,86451,2.4.2,2.4,2,4,2,MERCUTIO,Came he not home to-night?,,,
Romeo and Juliet,86452,2.4.3,2.4,2,4,3,BENVOLIO,"Not to his father's, I spoke with his man.",,,
Romeo and Juliet,86453,2.4.4,2.4,2,4,4,MERCUTIO,"Ah, that same pale hard-hearted wench, that Rosaline.",,,
Romeo and Juliet,86454,2.4.5,2.4,2,4,5,MERCUTIO,"Torments him so, that he will sure run mad.",,,
Romeo and Juliet,86455,2.4.6,2.4,2,4,6,BENVOLIO,"Tybalt, the kinsman of old Capulet,",,,
Romeo and Juliet,86456,2.4.7,2.4,2,4,7,BENVOLIO,Hath sent a letter to his father's house.,,,
Romeo and Juliet,86457,2.4.8,2.4,2,4,8,MERCUTIO,"A challenge, on my life.",,,
Romeo and Juliet,86458,2.4.9,2.4,2,4,9,BENVOLIO,Romeo will answer it.,,,
Romeo and Juliet,86459,2.4.10,2.4,2,4,10,MERCUTIO,Any man that can write may answer a letter.,,,
Romeo and Juliet,86460,2.4.11,2.4,2,4,11,BENVOLIO,"Nay, he will answer the letter's master, how he",,,
Romeo and Juliet,86461,2.4.12,2.4,2,4,12,BENVOLIO,"dares, being dared.",,,
Romeo and Juliet,86462,2.4.13,2.4,2,4,13,MERCUTIO,"Alas poor Romeo! he is already dead, stabbed with a",,,
Romeo and Juliet,86463,2.4.14,2.4,2,4,14,MERCUTIO,"white wench's black eye, shot through the ear with a",,,
Romeo and Juliet,86464,2.4.15,2.4,2,4,15,MERCUTIO,"love-song, the very pin of his heart cleft with the",,,
Romeo and Juliet,86465,2.4.16,2.4,2,4,16,MERCUTIO,blind bow-boy's butt-shaft: and is he a man to,,,
Romeo and Juliet,86466,2.4.17,2.4,2,4,17,MERCUTIO,encounter Tybalt?,,,
Romeo and Juliet,86467,2.4.18,2.4,2,4,18,BENVOLIO,"Why, what is Tybalt?",,,
Romeo and Juliet,86468,2.4.19,2.4,2,4,19,MERCUTIO,"More than prince of cats, I can tell you. O, he is",,,
Romeo and Juliet,86469,2.4.20,2.4,2,4,20,MERCUTIO,the courageous captain of compliments. He fights as,,,
Romeo and Juliet,86470,2.4.21,2.4,2,4,21,MERCUTIO,"you sing prick-song, keeps time, distance, and",,,
Romeo and Juliet,86471,2.4.22,2.4,2,4,22,MERCUTIO,"proportion, rests me his minim rest, one, two, and",,,
Romeo and Juliet,86472,2.4.23,2.4,2,4,23,MERCUTIO,the third in your bosom: the very butcher of a silk,,,
Romeo and Juliet,86473,2.4.24,2.4,2,4,24,MERCUTIO,"button, a duellist, a duellist, a gentleman of the",,,
Romeo and Juliet,86474,2.4.25,2.4,2,4,25,MERCUTIO,"very first house, of the first and second cause:",,,
Romeo and Juliet,86475,2.4.26,2.4,2,4,26,MERCUTIO,"ah, the immortal passado! the punto reverso! the",,,
Romeo and Juliet,86476,2.4.27,2.4,2,4,27,MERCUTIO,hai!,,,
Romeo and Juliet,86477,2.4.28,2.4,2,4,28,BENVOLIO,The what?,,,
Romeo and Juliet,86478,2.4.29,2.4,2,4,29,MERCUTIO,"The pox of such antic, lisping, affecting",,,
Romeo and Juliet,86479,2.4.30,2.4,2,4,30,MERCUTIO,"fantasticoes, these new tuners of accents! 'By Jesu,",,,
Romeo and Juliet,86480,2.4.31,2.4,2,4,31,MERCUTIO,a very good blade! a very tall man! a very good,,,
Romeo and Juliet,86481,2.4.32,2.4,2,4,32,MERCUTIO,"whore!' Why, is not this a lamentable thing,",,,
Romeo and Juliet,86482,2.4.33,2.4,2,4,33,MERCUTIO,"grandsire, that we should be thus afflicted with",,,
Romeo and Juliet,86483,2.4.34,2.4,2,4,34,MERCUTIO,"these strange flies, these fashion-mongers, these",,,
Romeo and Juliet,86484,2.4.35,2.4,2,4,35,MERCUTIO,"perdona-mi's, who stand so much on the new form,",,,
Romeo and Juliet,86485,2.4.36,2.4,2,4,36,MERCUTIO,"that they cannot at ease on the old bench? O, their",,,
Romeo and Juliet,86486,2.4.37,2.4,2,4,37,MERCUTIO,"bones, their bones!",,,
Romeo and Juliet,86487,,2.4,2,4,,StageDirection,Enter ROMEO,,,
Romeo and Juliet,86488,2.4.38,2.4,2,4,38,BENVOLIO,"Here comes Romeo, here comes Romeo.",,,
Romeo and Juliet,86489,2.4.39,2.4,2,4,39,MERCUTIO,"Without his roe, like a dried herring: flesh, flesh,",,,
Romeo and Juliet,86490,2.4.40,2.4,2,4,40,MERCUTIO,how art thou fishified! Now is he for the numbers,,,
Romeo and Juliet,86491,2.4.41,2.4,2,4,41,MERCUTIO,that Petrarch flowed in: Laura to his lady was but a,,,
Romeo and Juliet,86492,2.4.42,2.4,2,4,42,MERCUTIO,"kitchen-wench, marry, she had a better love to",,,
Romeo and Juliet,86493,2.4.43,2.4,2,4,43,MERCUTIO,"be-rhyme her, Dido a dowdy, Cleopatra a gipsy,",,,
Romeo and Juliet,86494,2.4.44,2.4,2,4,44,MERCUTIO,"Helen and Hero hildings and harlots, Thisbe a grey",,,
Romeo and Juliet,86495,2.4.45,2.4,2,4,45,MERCUTIO,"eye or so, but not to the purpose. Signior",,,
Romeo and Juliet,86496,2.4.46,2.4,2,4,46,MERCUTIO,"Romeo, bon jour! there's a French salutation",,,
Romeo and Juliet,86497,2.4.47,2.4,2,4,47,MERCUTIO,to your French slop. You gave us the counterfeit,,,
Romeo and Juliet,86498,2.4.48,2.4,2,4,48,MERCUTIO,fairly last night.,,,
Romeo and Juliet,86499,2.4.49,2.4,2,4,49,ROMEO,Good morrow to you both. What counterfeit did I give you?,,,
Romeo and Juliet,86500,2.4.50,2.4,2,4,50,MERCUTIO,"The ship, sir, the slip, can you not conceive?",,,
Romeo and Juliet,86501,2.4.51,2.4,2,4,51,ROMEO,"Pardon, good Mercutio, my business was great, and in",,,
Romeo and Juliet,86502,2.4.52,2.4,2,4,52,ROMEO,such a case as mine a man may strain courtesy.,,,
Romeo and Juliet,86503,2.4.53,2.4,2,4,53,MERCUTIO,"That's as much as to say, such a case as yours",,,
Romeo and Juliet,86504,2.4.54,2.4,2,4,54,MERCUTIO,constrains a man to bow in the hams.,,,
Romeo and Juliet,86505,2.4.55,2.4,2,4,55,ROMEO,"Meaning, to court'sy.",,,
Romeo and Juliet,86506,2.4.56,2.4,2,4,56,MERCUTIO,Thou hast most kindly hit it.,,,
Romeo and Juliet,86507,2.4.57,2.4,2,4,57,ROMEO,A most courteous exposition.,,,
Romeo and Juliet,86508,2.4.58,2.4,2,4,58,MERCUTIO,"Nay, I am the very pink of courtesy.",,,
Romeo and Juliet,86509,2.4.59,2.4,2,4,59,ROMEO,Pink for flower.,,,
Romeo and Juliet,86510,2.4.60,2.4,2,4,60,MERCUTIO,Right.,,,
Romeo and Juliet,86511,2.4.61,2.4,2,4,61,ROMEO,"Why, then is my pump well flowered.",,,
Romeo and Juliet,86512,2.4.62,2.4,2,4,62,MERCUTIO,Well said: follow me this jest now till thou hast,,,
Romeo and Juliet,86513,2.4.63,2.4,2,4,63,MERCUTIO,"worn out thy pump, that when the single sole of it",,,
Romeo and Juliet,86514,2.4.64,2.4,2,4,64,MERCUTIO,"is worn, the jest may remain after the wearing sole singular.",,,
Romeo and Juliet,86515,2.4.65,2.4,2,4,65,ROMEO,"O single-soled jest, solely singular for the",,,
Romeo and Juliet,86516,2.4.66,2.4,2,4,66,ROMEO,singleness.,,,
Romeo and Juliet,86517,2.4.67,2.4,2,4,67,MERCUTIO,"Come between us, good Benvolio, my wits faint.",,,
Romeo and Juliet,86518,2.4.68,2.4,2,4,68,ROMEO,"Switch and spurs, switch and spurs, or I'll cry a match.",,,
Romeo and Juliet,86519,2.4.69,2.4,2,4,69,MERCUTIO,"Nay, if thy wits run the wild-goose chase, I have",,,
Romeo and Juliet,86520,2.4.70,2.4,2,4,70,MERCUTIO,"done, for thou hast more of the wild-goose in one of",,,
Romeo and Juliet,86521,2.4.71,2.4,2,4,71,MERCUTIO,"thy wits than, I am sure, I have in my whole five:",,,
Romeo and Juliet,86522,2.4.72,2.4,2,4,72,MERCUTIO,was I with you there for the goose?,,,
Romeo and Juliet,86523,2.4.73,2.4,2,4,73,ROMEO,Thou wast never with me for any thing when thou wast,,,
Romeo and Juliet,86524,2.4.74,2.4,2,4,74,ROMEO,not there for the goose.,,,
Romeo and Juliet,86525,2.4.75,2.4,2,4,75,MERCUTIO,I will bite thee by the ear for that jest.,,,
Romeo and Juliet,86526,2.4.76,2.4,2,4,76,ROMEO,"Nay, good goose, bite not.",,,
Romeo and Juliet,86527,2.4.77,2.4,2,4,77,MERCUTIO,"Thy wit is a very bitter sweeting, it is a most",,,
Romeo and Juliet,86528,2.4.78,2.4,2,4,78,MERCUTIO,sharp sauce.,,,
Romeo and Juliet,86529,2.4.79,2.4,2,4,79,ROMEO,And is it not well served in to a sweet goose?,,,
Romeo and Juliet,86530,2.4.80,2.4,2,4,80,MERCUTIO,"O here's a wit of cheveril, that stretches from an",,,
Romeo and Juliet,86531,2.4.81,2.4,2,4,81,MERCUTIO,inch narrow to an ell broad!,,,
Romeo and Juliet,86532,2.4.82,2.4,2,4,82,ROMEO,"I stretch it out for that word 'broad,' which added",,,
Romeo and Juliet,86533,2.4.83,2.4,2,4,83,ROMEO,"to the goose, proves thee far and wide a broad goose.",,,
Romeo and Juliet,86534,2.4.84,2.4,2,4,84,MERCUTIO,"Why, is not this better now than groaning for love?",,,
Romeo and Juliet,86535,2.4.85,2.4,2,4,85,MERCUTIO,"now art thou sociable, now art thou Romeo, now art",,,
Romeo and Juliet,86536,2.4.86,2.4,2,4,86,MERCUTIO,"thou what thou art, by art as well as by nature:",,,
Romeo and Juliet,86537,2.4.87,2.4,2,4,87,MERCUTIO,"for this drivelling love is like a great natural,",,,
Romeo and Juliet,86538,2.4.88,2.4,2,4,88,MERCUTIO,that runs lolling up and down to hide his bauble in a hole.,,,
Romeo and Juliet,86539,2.4.89,2.4,2,4,89,BENVOLIO,"Stop there, stop there.",,,
Romeo and Juliet,86540,2.4.90,2.4,2,4,90,MERCUTIO,Thou desirest me to stop in my tale against the hair.,,,
Romeo and Juliet,86541,2.4.91,2.4,2,4,91,BENVOLIO,Thou wouldst else have made thy tale large.,,,
Romeo and Juliet,86542,2.4.92,2.4,2,4,92,MERCUTIO,"O, thou art deceived, I would have made it short:",,,
Romeo and Juliet,86543,2.4.93,2.4,2,4,93,MERCUTIO,"for I was come to the whole depth of my tale, and",,,
Romeo and Juliet,86544,2.4.94,2.4,2,4,94,MERCUTIO,"meant, indeed, to occupy the argument no longer.",,,
Romeo and Juliet,86545,2.4.95,2.4,2,4,95,ROMEO,Here's goodly gear!,,,
Romeo and Juliet,86546,,2.4,2,4,,StageDirection,Enter Nurse and PETER,,,
Romeo and Juliet,86547,2.4.96,2.4,2,4,96,MERCUTIO,"A sail, a sail!",,,
Romeo and Juliet,86548,2.4.97,2.4,2,4,97,BENVOLIO,"Two, two, a shirt and a smock.",,,
Romeo and Juliet,86549,2.4.98,2.4,2,4,98,Nurse,Peter!,,,
Romeo and Juliet,86550,2.4.99,2.4,2,4,99,PETER,Anon!,,,
Romeo and Juliet,86551,2.4.100,2.4,2,4,100,Nurse,"My fan, Peter.",,,
Romeo and Juliet,86552,2.4.101,2.4,2,4,101,MERCUTIO,"Good Peter, to hide her face, for her fan's the",,,
Romeo and Juliet,86553,2.4.102,2.4,2,4,102,MERCUTIO,fairer face.,,,
Romeo and Juliet,86554,2.4.103,2.4,2,4,103,Nurse,"God ye good morrow, gentlemen.",,,
Romeo and Juliet,86555,2.4.104,2.4,2,4,104,MERCUTIO,"God ye good den, fair gentlewoman.",,,
Romeo and Juliet,86556,2.4.105,2.4,2,4,105,Nurse,Is it good den?,,,
Romeo and Juliet,86557,2.4.106,2.4,2,4,106,MERCUTIO,"'Tis no less, I tell you, for the bawdy hand of the",,,
Romeo and Juliet,86558,2.4.107,2.4,2,4,107,MERCUTIO,dial is now upon the prick of noon.,,,
Romeo and Juliet,86559,2.4.108,2.4,2,4,108,Nurse,Out upon you! what a man are you!,,,
Romeo and Juliet,86560,2.4.109,2.4,2,4,109,ROMEO,"One, gentlewoman, that God hath made for himself to",,,
Romeo and Juliet,86561,2.4.110,2.4,2,4,110,ROMEO,mar.,,,
Romeo and Juliet,86562,2.4.111,2.4,2,4,111,Nurse,"By my troth, it is well said, 'for himself to mar,'",,,
Romeo and Juliet,86563,2.4.112,2.4,2,4,112,Nurse,"quoth a'? Gentlemen, can any of you tell me where I",,,
Romeo and Juliet,86564,2.4.113,2.4,2,4,113,Nurse,may find the young Romeo?,,,
Romeo and Juliet,86565,2.4.114,2.4,2,4,114,ROMEO,"I can tell you, but young Romeo will be older when",,,
Romeo and Juliet,86566,2.4.115,2.4,2,4,115,ROMEO,you have found him than he was when you sought him:,,,
Romeo and Juliet,86567,2.4.116,2.4,2,4,116,ROMEO,"I am the youngest of that name, for fault of a worse.",,,
Romeo and Juliet,86568,2.4.117,2.4,2,4,117,Nurse,You say well.,,,
Romeo and Juliet,86569,2.4.118,2.4,2,4,118,MERCUTIO,"Yea, is the worst well? very well took, i' faith,",,,
Romeo and Juliet,86570,2.4.119,2.4,2,4,119,MERCUTIO,"wisely, wisely.",,,
Romeo and Juliet,86571,2.4.120,2.4,2,4,120,Nurse,"if you be he, sir, I desire some confidence with",,,
Romeo and Juliet,86572,2.4.121,2.4,2,4,121,Nurse,you.,,,
Romeo and Juliet,86573,2.4.122,2.4,2,4,122,BENVOLIO,She will indite him to some supper.,,,
Romeo and Juliet,86574,2.4.123,2.4,2,4,123,MERCUTIO,"A bawd, a bawd, a bawd! so ho!",,,
Romeo and Juliet,86575,2.4.124,2.4,2,4,124,ROMEO,What hast thou found?,,,
Romeo and Juliet,86576,2.4.125,2.4,2,4,125,MERCUTIO,"No hare, sir, unless a hare, sir, in a lenten pie,",,,
Romeo and Juliet,86577,2.4.126,2.4,2,4,126,MERCUTIO,that is something stale and hoar ere it be spent.,,,
Romeo and Juliet,86578,,2.4,2,4,,StageDirection,Sings,,,
Romeo and Juliet,86579,2.4.127,2.4,2,4,127,MERCUTIO,"An old hare hoar,",,,
Romeo and Juliet,86580,2.4.128,2.4,2,4,128,MERCUTIO,"And an old hare hoar,",,,
Romeo and Juliet,86581,2.4.129,2.4,2,4,129,MERCUTIO,Is very good meat in lent,,,
Romeo and Juliet,86582,2.4.130,2.4,2,4,130,MERCUTIO,But a hare that is hoar,,,
Romeo and Juliet,86583,2.4.131,2.4,2,4,131,MERCUTIO,"Is too much for a score,",,,
Romeo and Juliet,86584,2.4.132,2.4,2,4,132,MERCUTIO,When it hoars ere it be spent.,,,
Romeo and Juliet,86585,2.4.133,2.4,2,4,133,MERCUTIO,"Romeo, will you come to your father's? we'll",,,
Romeo and Juliet,86586,2.4.134,2.4,2,4,134,MERCUTIO,"to dinner, thither.",,,
Romeo and Juliet,86587,2.4.135,2.4,2,4,135,ROMEO,I will follow you.,,,
Romeo and Juliet,86588,2.4.136,2.4,2,4,136,MERCUTIO,"Farewell, ancient lady, farewell,",,,
Romeo and Juliet,86589,,2.4,2,4,,StageDirection,Singing,,,
Romeo and Juliet,86590,2.4.137,2.4,2,4,137,MERCUTIO,"'lady, lady, lady.'",,,
Romeo and Juliet,86591,,2.4,2,4,,StageDirection,Exeunt MERCUTIO and BENVOLIO,,,
Romeo and Juliet,86592,2.4.138,2.4,2,4,138,Nurse,"Marry, farewell! I pray you, sir, what saucy",,,
Romeo and Juliet,86593,2.4.139,2.4,2,4,139,Nurse,"merchant was this, that was so full of his ropery?",,,
Romeo and Juliet,86594,2.4.140,2.4,2,4,140,ROMEO,"A gentleman, nurse, that loves to hear himself talk,",,,
Romeo and Juliet,86595,2.4.141,2.4,2,4,141,ROMEO,and will speak more in a minute than he will stand,,,
Romeo and Juliet,86596,2.4.142,2.4,2,4,142,ROMEO,to in a month.,,,
Romeo and Juliet,86597,2.4.143,2.4,2,4,143,Nurse,"An a' speak any thing against me, I'll take him",,,
Romeo and Juliet,86598,2.4.144,2.4,2,4,144,Nurse,"down, an a' were lustier than he is, and twenty such",,,
Romeo and Juliet,86599,2.4.145,2.4,2,4,145,Nurse,"Jacks, and if I cannot, I'll find those that shall.",,,
Romeo and Juliet,86600,2.4.146,2.4,2,4,146,Nurse,"Scurvy knave! I am none of his flirt-gills, I am",,,
Romeo and Juliet,86601,2.4.147,2.4,2,4,147,Nurse,none of his skains-mates. And thou must stand by,,,
Romeo and Juliet,86602,2.4.148,2.4,2,4,148,Nurse,"too, and suffer every knave to use me at his pleasure?",,,
Romeo and Juliet,86603,2.4.149,2.4,2,4,149,PETER,"I saw no man use you a pleasure, if I had, my weapon",,,
